FLY_GENE1	FLY_GENE2	PMID_METHOD	INTERACTION_PUBMEDS	PUBMEDURL	INTERACTION_DETECT_METHODS	INTERACTION_SOURCE	DATE_LAST_UPDATED	DATA_VERSION	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	DATA_SOURCE_URL
FBgn0030891	FBgn0040066	20813260(MI:0004(affinity chromatography technology))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	dik	wds	pp	
FBgn0003870	FBgn0030269	20733004(MI:0006(anti bait coimmunoprecipitation))	20733004	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20733004&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ttk	CG18292	pp	
FBgn0000352	FBgn0003444	14597665(MI:0007(anti tag coimmunoprecipitation),MI:0004(affinity chromatography technology)),unassigned4(MI:0045(experimental interaction detection)),14614827(MI:0004(affinity chromatography technology))	14597665,unassigned4,14614827	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14597665,unassigned4,14614827&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	cos	smo	pp	
FBgn0000635	FBgn0027509	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG7261	pp	
FBgn0028982	FBgn0039183	12490954(MI:0686(unspecified method))	12490954	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12490954&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Spt6	Dis3	pp	
FBgn0015247	FBgn0260635	17205079(MI:0415(enzymatic study),MI:0096(pull down))	17205079	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17205079&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Iap2	th	pp	
FBgn0039254	FBgn0051057	21965302(MI:0004(affinity chromatography technology))	21965302	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21965302&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Nmnat	tau	pp	
FBgn0031876	FBgn0043002	20813260(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Atac1	Chrac-14	pp	
FBgn0015279	FBgn0015803	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pi3K92E	rtGEF	pp	
FBgn0025382	FBgn0030230	14722103(MI:0019(coimmunoprecipitation))	14722103	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14722103&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rab27	Rph	pp	
FBgn0038816	FBgn0262739	20671708(MI:0004(affinity chromatography technology))	20671708	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20671708&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Lrrk	AGO1	pp	
FBgn0001250	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	if	p53	pp	
FBgn0020622	FBgn0023407	15935772(MI:0004(affinity chromatography technology),MI:0405(competition binding))	15935772	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15935772&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Pi3K21B	B4	pp	
FBgn0051611	FBgn0263979	16601098(MI:0096(pull down)),17210640(MI:0096(pull down))	16601098,17210640	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16601098,17210640&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	His4:CG31611	Caf1	pp	
FBgn0002773	FBgn0026181	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Mlc2	rok	pp	
FBgn0005427	FBgn0024432	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ewg	Dlc90F	pp	
FBgn0003371	FBgn0263132	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	Cht6	pp	
FBgn0000042	FBgn0003447	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Act5C	sn	pp	
FBgn0004595	FBgn0011674	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	pros	insc	pp	
FBgn0002973	FBgn0261854	18854163(MI:0096(pull down),MI:0424(protein kinase assay))	18854163	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18854163&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	numb	aPKC	pp	
FBgn0027378	FBgn0029094	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	MRG15	asf1	pp	
FBgn0000635	FBgn0024183	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	vig	pp	
FBgn0027490	FBgn0039904	20813260(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	D12	Hcf	pp	
FBgn0024330	FBgn0038578	12021283(MI:0096(pull down),MI:0071(molecular sieving))	12021283	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12021283&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	MED6	MED17	pp	
FBgn0000635	FBgn0263980	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG43729	pp	
FBgn0003371	FBgn0004587	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	B52	pp	
FBgn0003371	FBgn0025741	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	plexA	pp	
FBgn0023388	FBgn0263456	18701694(MI:0004(affinity chromatography technology))	18701694	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18701694&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Dap160	nwk	pp	
FBgn0000183	FBgn0000183	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	BicD	BicD	pp	
FBgn0003525	FBgn0264491	15723789(MI:0019(coip))	15723789	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15723789&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	stg	how	pp	
FBgn0020388	FBgn0039280	20813260(MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pcaf	Mocs2	pp	
FBgn0003607	FBgn0028707	20498723(MI:0004(affinity chromatography technology),MI:0096(pull down))	20498723	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20498723&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Su(var)205	Mt2	pp	
FBgn0002521	FBgn0020378	21335086(MI:0004(affinity chromatography technology))	21335086	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21335086&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	pho	Sp1	pp	
FBgn0037814	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	CG6325	p53	pp	
FBgn0010909	FBgn0028926	20813260(MI:0006(anti bait coimmunoprecipitation),MI:0004(affinity chromatography technology))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	msn	NC2?	pp	
FBgn0028982	FBgn0036916	12490954(MI:0004(affinity chromatography technology),MI:0686(unspecified method))	12490954	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12490954&dopt=DocSum		BioGRID-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Spt6	Mtr3	pp	
FBgn0000635	FBgn0263929	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	jvl	pp	
FBgn0000157	FBgn0000611	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Dll	exd	pp	
FBgn0026722	FBgn0039861	15531879(MI:0019(coip),MI:0071(molecular sieving))	15531879	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15531879&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	drosha	pasha	pp	
FBgn0000588	FBgn0004861	11333237(MI:0686(unspecified method))	11333237	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11333237&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	esc	ph-p	pp	
FBgn0028926	FBgn0043002	20813260(MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	NC2?	Chrac-14	pp	
FBgn0020381	FBgn0038928	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Dredd	BG4	pp	
FBgn0003371	FBgn0030735	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG3632	pp	
FBgn0001257	FBgn0261560	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ImpL2	Thor	pp	
FBgn0052040	FBgn0053196	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG32040	dp	pp	
FBgn0000635	FBgn0041607	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	asparagine-synthetase	pp	
FBgn0015268	FBgn0032475	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Nap1	Sfmbt	pp	
FBgn0035121	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Tudor-SN	Rtnl1	pp	
FBgn0004369	FBgn0014007	8598046(MI:0686(unspecified method))	8598046	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8598046&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Ptp99A	Ptp69D	pp	
FBgn0013342	FBgn0013343	15907473(MI:0004(affinity chromatography technology))	15907473	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15907473&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	n-syb	Syx1A	pp	
FBgn0026430	FBgn0260639	11134079(MI:0096(pull down),MI:0686(unspecified method)),unassigned4(MI:0045(experimental interaction detection))	11134079,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11134079,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Grip84	?Tub23C	pp	
FBgn0003326	FBgn0004644	8252628(MI:0686(unspecified method))	8252628	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8252628&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	sca	hh	pp	
FBgn0000139	FBgn0039904	17466076(MI:0004(affinity chromatography technology))	17466076	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17466076&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	ash2	Hcf	pp	
FBgn0003371	FBgn0032800	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG10137	pp	
FBgn0000071	FBgn0004108	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Ama	Nrt	pp	
FBgn0031876	FBgn0039280	20813260(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Atac1	Mocs2	pp	
FBgn0015268	FBgn0029861	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Nap1	CG3815	pp	
FBgn0020388	FBgn0027490	20813260(MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pcaf	D12	pp	
FBgn0000542	FBgn0003132	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ec	Pp1-13C	pp	
FBgn0000042	FBgn0261458	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Act5C	capt	pp	
FBgn0000490	FBgn0010389	8957001(MI:0686(unspecified method))	8957001	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8957001&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	dpp	htl	pp	
FBgn0000163	FBgn0004907	14675534(MI:0018(2 hybrid),MI:0018(two hybrid))	14675534	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14675534&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	baz	14-3-3?	pp	
FBgn0039044	FBgn0087035	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	p53	AGO2	pp	
FBgn0029891	FBgn0029891	22396657(MI:0415(enzymatic study))	22396657	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22396657&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Pink1	Pink1	pp	
FBgn0003371	FBgn0034240	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	MESR4	pp	
FBgn0002673	FBgn0011206	10559904(MI:0686(unspecified method))	10559904	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10559904&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	twe	bol	pp	
FBgn0053113	FBgn0263048	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rtnl1	CG43343	pp	
FBgn0000635	FBgn0264693	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	ens	pp	
FBgn0004635	FBgn0086356	11076763(MI:0686(unspecified method))	11076763	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11076763&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	rho	tum	pp	
FBgn0013726	FBgn0014029	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	pnut	Sep2	pp	
FBgn0000042	FBgn0038206	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Act5C	twf	pp	
FBgn0003132	FBgn0028429	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pp1-13C	I-2	pp	
FBgn0010583	FBgn0014001	10399914(MI:0006(anti bait coimmunoprecipitation),MI:0018(two hybrid),MI:0004(affinity chromatography technology)),14527437(MI:0018(two hybrid))	10399914,14527437	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10399914,14527437&dopt=DocSum		MINT-24-JAN-13,IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	dock	Pak	pp	
FBgn0010583	FBgn0010909	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	dock	msn	pp	
FBgn0039280	FBgn0263738	20813260(MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Mocs2	Ada2a	pp	
FBgn0005624	FBgn0028573	9566890(MI:0018(2 hybrid),MI:0019(coip),MI:0004(affinity chromatography technology))	9566890	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9566890&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Psc	prc	pp	
FBgn0023423	FBgn0024371	12787468(MI:0096(pull down))	12787468	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12787468&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	slmb	E2f2	pp	
FBgn0031351	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG14352	Rtnl1	pp	
FBgn0038965	FBgn0261456	17347649(MI:0096(pull down))	17347649	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17347649&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	mats	hpo	pp	
FBgn0024183	FBgn0087035	12368260(MI:0686(unspecified method),MI:0004(affinity chromatography technology))	12368260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12368260&dopt=DocSum		BIND-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	vig	AGO2	pp	
FBgn0000635	FBgn0260487	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG42534	pp	
FBgn0020887	FBgn0032391	16537908(MI:0007(anti tag coimmunoprecipitation))	16537908	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16537908&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Su(z)12	escl	pp	
FBgn0000257	FBgn0000482	10549280(MI:0004(affinity chromatography technology))	10549280	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10549280&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	car	dor	pp	
FBgn0015806	FBgn0021796	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	S6k	Tor	pp	
FBgn0000635	FBgn0046214	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	vig2	pp	
FBgn0021818	FBgn0264959	15660123(MI:0019(coip),MI:0004(affinity chromatography technology))	15660123	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15660123&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	cnk	Src42A	pp	
FBgn0035153	FBgn0085432	21399610(MI:0007(anti tag coimmunoprecipitation),MI:0096(pull down))	21399610	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21399610&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	ebd1	pan	pp	
FBgn0015509	FBgn0020622	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	lin19	Pi3K21B	pp	
FBgn0000635	FBgn0040309	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	Jafrac1	pp	
FBgn0087002	FBgn0262742	15875013(MI:0019(coip),MI:0029(density sedimentation))	15875013	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15875013&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Rfabg	Fas1	pp	
FBgn0000588	FBgn0000588	12408864(MI:0019(coimmunoprecipitation),MI:0004(affinity chromatography technology)),11124122(MI:0096(pull down)),15896722(MI:0004(affinity chromatography technology),MI:0096(pull down))	12408864,11124122,15896722	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12408864,11124122,15896722&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	esc	esc	pp	
FBgn0015247	FBgn0015946	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Iap2	grim	pp	
